tweet,label
"""@CallMeKallam Anyone who plays Football manager knows Vermalen is 1st choice captain. Besides, Arsenal play better with a defender in charge""",2
David Bowie - Blackstar ... Get your Saturday morning freak on with this new 10 minute video from Mr Bowie  https://t.co/Ghklgu0vWb,1
"""@john_loughran Read the smithwick enquiry transcript,ira men were given  immunity,anonimity yet still lied want every1 else's truth 1st""",0
Sat for 3 hours in a restaurant to watch Rousey for 34 sec. &amp; I would do it again!!! #Rousey #BestFight @MikeAndMike @Espngreeny,2
UFO Sighting: Black Triangle Sighting in Perryton\u002c Texas on August 11th 2012 - Dark triangle shape across the sk... http://t.co/SRtIs128,1
Buhari vows to defeat Boko Haram by December.  President Muhammadu Buhari yesterday declared that the... http://t.co/kRkbQOlJRp,1
@DarrenCriss my best friends and I are going to milan this friday to monday because you were going and now we have to go.. be there.. please,1
Greek parliament has just approved 3rd bailout 222:64 votes. Yet Tsipras seeks vote of confidence on August 20th. Future is still uncertain.,1
come Novemember thru January dont open your mouth about NFL,1
I may be ignorant on this issue but... should we celebrate @Microsoft's parental leave changes? Doesn't the gender divide suggest... (1/2),0
Who wants to go with me to get my tattoo tomorrow? I'll buy you Dunkin doughnuts,1
China renews Google's operating licence: China said Wednesday it had renewed Google's licence to operate in the ... http://t.co/pPF2SDN,1
@judgealexferrer I may have missed it if u posted it but what's ur take on #KimDavis situation &amp; @GovMikeHuckabee claims about SCOTUS ruling,2
Kendrick's was straight. But check out my boy J.Cole alright remix. These the top 2 rappers in HISTORY. https://t.co/edexFAV5nw,2
This dude from Jerusalem say he can\u2019t take a test Thursday b/c holloween Wednesday&he\u2019s gonna have a hang over #purehonesty,0
Here in the stench beneath the African sun vultures attack a buffalo carcass. I see Geurnica Flanders Fields and Boko Haram.  #micropoetry,1
The little baby on the beach should be on the front page of every paper tomorrow but it won't be will it? Be some shite about Big Brother,1
The stakes are high in Floyd Mayweather's last fight! Stream it live on SS2 on the DStv Now app Sunday morning at 3am http://t.co/e8isPolAt0,1
Did you know UNLV and UCLA are playing Saturday? So are Texas and Gonzaga. Secret Scrimmages Part Deux from @GoodmanCBS http://t.co/1MEG15Xv,1
Who wants a love like Johnny and June? I want a love like Blake and Miranda. #LoveThem #Obsessed,2
Been listening to Dom all day and then he drops a surprise mixtape. I'll listen to Frank Ocean tomorrow for u lot,2
@arimoongrande lmao Saturday when I went out with my bf I got so drunk the bouncer asked me who's president and I said Kanye west asffsgw,1
Amazing day today. I can\u2019t wait for tomorrow; I get my braces then movie night at my bf\u2019s house with Rosa & Jose. YAAAAY.,2
Hey @markiplier my birthday is this coming Thursday and I don't necessarily want an Ipod but a happy birthday would suffice haha #EGGPLANT,2
Just whooped some ASS in kill confirmed with @QuiKGunZ and @PBrasfieldATO\u002c tomorrow its back to makin kats cry in Gears3,2
@ZaraKhokhar2 Pehli baar sun raha houn MCQ nahi tha. .-. I totally forgot you just as you forgot me on Eid! D: How was Eid?,1
"""2 Million ppl tuned in on avg for the @BlueJays game Fri, 3.1 million @ the peak, @Rogers don't tell me there's no $ to resign David Price!""",1
"""Ha RT @fauxjohnmadden: Start of NFL Preseason tonight marks the beginning of the Raiders season, and the end of Raiders postseason hopes.""",1
Sampdoria-Milan: The Rossoneri squad: Here is the squad of Milan. AC Milan face U.C. Sampdoria on Thursday eve... https://t.co/0K4ms0U8gO,1
"""@MurrayfieldExp Hi, do you have any idea what time the Foo Fighters gig is due to finish tomorrow night? Thanks!""",1
@MgriffinJames Hillary's team-'If she can only fake sincerity we'll have it made.'  http://t.co/wO3Jx3DmIG,1
1D's new music video comes out tomorrow which means directioners will try to beat the BAAB record then it will go on and on forever ok :(,2
I can't WAIT ... for TOM BRADY to win 4 more titles in the next 15 years. THE NFL is a JOKE with Godell. https://t.co/qu45XREYgR,2
"""20 Women Elected in Saudi Arabia as Females Vote for the First Time: In a landmark election on Saturday, 20 wo... https://t.co/ewtIqCaJbF""",2
Sharknado 3 release and @andrew_esqueda 's 29th birthday on the same day. Coincidence...? HBD Andrew!!! https://t.co/U4fo41KsGc,2
Can't wait until April 4th.  Red Sox opening day at Cleveland. April 11th they open at home versus Baltimore. #RedSox,2
"""Go Set a Watchman on shelves Tuesday, some already upset with sequel: http://t.co/8PtcFAKDc0 (PHOTO: HarperCollins) http://t.co/jNsBSZyIwb""",1
#Chargers are on the board with a Philip Rivers 4 yd TD pass to Eddie Royal. They lead the #Chiefs 7-0 early in the 1st quarter. #NFLFantasy,1
Vikings @j_dbball1027 with a big hit on 4th down to stop the knights deep in Vikings end,1
Boohoo Miley called Nicki unpolite KIM CALLED HER EVERYTHING UNDER THE SUN just admit NICKI KNOW WHO TO TRY,1
Sam and sat in a Dunkin donuts for an hour bc I thought I locked my keys in the car but they were actually in my pocket the whole time :///,1
@KevinLive5 thanks! I know you would have the answer. Hope all is well! I'm sure Sting last Monday had you jacked up with energy!,2
"In 2 days Barcelona will play the 1st UCL group stage game of the season, at home vs APOEL. It will be Messi's 31st opponent in Europe",1
Can we finally stop talking about Jeb Bush now? Ben Carson is polling at #2 and may pass Trump soon.,1
Night out with sister and some of her friends from work. Sat on corner of table next to some bloke in a Foo Fighters T Shirt. Absolute Vibes,2
December is almost here with us. Still no Frank Ocean album. But Boys Don't Cry. They don't give a fuck.,0
"""If you autopost from anything to Facebook, you may need to re-set up that auto post. Just had to for Posterous.""",1
what time is Justin on the today show tomorrow,1
@TyMo214 Well said on HMW. Can you now address why Texans fans file out of the stadium midway through the 4th qtr of every game?,1
Carly Fiorina got a bump in the polls and in fundraising after her solid performance in Thursday's pre-debate forum. http://t.co/IP96jg2eUy,2
@jessicaeven alright\u002c ill go to ticketek tomorrow and sus it for you :),2
"""Hey sugar junkies! Don't miss our Sugar Blues Workshop with Abbi Miller Holistic Nutrition + Yoga on Tuesday,... http://t.co/IGoPeJylSE""",2
"""Might see if Atleti can claw their way back into this game in 2nd half, but you get the feeling Siquiera needed to score that penalty""",1
"I'm crushed ""It's a hoax: Jay-Z and Beyonce aren't trying to buy rights to the Confederate flag http://t.co/S3HTrCvXDP via @PunditFact""",0
Although I would pick a good movie .,1
According to State Farm\u002c Missouri ranks 15th nationally among the states where motorist are most likely to hit a... http://t.co/LbP5vytZ,1
"""@9ratna_9 told you because you said """"Generally 15 August comes near Eid week"""". It happens for only 2 years after every 30 years. :)""",2
Hey xin... Do u rem if e lecturer said students nd to  fill in app form to apply 4 applied chem?,1
Um Ben Tickle from Dance Academy just replied to me. I may or may not be grinning right now.,1
you still have chinese tradition,1
California May Label Monsanto's Roundup as 'Known to Cause Cancer' | Natural Society http://t.co/tehlkpGqjM well it's about time!,0
And Tess you are going to prom too on the same day as us as well .,2
Galaxy Tab 2 10.1 coming to Sprint with LTE on November 11th: Good news for Sprint customers in the mark... http://t.co/4tytqhc2 #Mobile,2
Watching Friday After Next on VH1 sucks... Every other damn word is bleeped out. We all know what it really says. Just let it be. Damn,0
@maxcouch @roryjiwani @Alex_0wen @DanBarberTF @Tennisratings Murray will never win a slam again unless he changes. 2nd serve a joke,0
Today's the 9th&amp;I forgot that Apple thing now I feel like those fans that wait for something from a band but it's just apple&amp;I won't get it,0
"""I'm going to Ben Sollee at Lexington Opera House in Lexington, KY - Dec 19 http://t.co/ESmFvcRA""",1
"""Got a couple of tickets for Foo Fighters tomorrow - selling at face value, give me a shout if you want them""",1
"""Guys, that Sky Vine flying around Twitter of the Eiffel Tower going dark is from JANUARY after Charlie Hebdo. Different horrendous tragedy.""",0
"Seeing as you have to be apart of Amazon Prime to watch certain shows, I may have to join to see the rest of The Man in the High Castle.",1
Hopefully catching up with Liam and Cleo tomorrow!!,2
"""Internet crashed again?  for the 14th time tonight?   DARK SOULS (which I'm playing alone, single player) froze again?  COME ON""",0
John Cena has done 500 make-a-wishes. One for every point the DOW dropped on Friday when he was at the NYSE.,1
@hfialkov Thanks. Any credibility to Kane interest with Huberdeau as centerpiece? Or shall I just wait until tomorrow?,1
Nicki getting hood just then gave me so much motivation to go to school tomorrow and get good grades and go to college I'm so alive,2
"""If you want to buy a new phone, Go for Moto G (3rd Gen) now to get exciting offers. http://t.co/GtObc0P6Kc #MotoG""",2
White Sox take game one of the series in their throwback uniforms 4-2. Blog to come tomorrow! #GoMariners,2
We are playing a one off hip hop based set without Danny this Saturday at Plan B\u002c Brixton\u002c alongside the Dub Ratz... http://t.co/UXTcA7Eh,1
Tom Brady was our #7 QB before the news of his suspension being lifted.. We now have him up in front of C. Newton.   Proj: 5th rd pick,1
Testing time fr CONGress frm Tomorrow\u002c #Ramdev at Ramlila Maidan Delhi as He braces up to catch the Rapacious Bull by the Horn. @Manju2102,1
@SLATUKIP  We're on fire at the moment: we've a Tory government by UKIP design implementing our great #ukipmanifesto &amp; the 1st #Brexit vote,2
"""@ClaireC1907 @shortchick77 lol I will take Nat's word & give it a try. I may go back 2 Supernatural later, watching Arrow, Last Resort now 2""",2
With Tsipras resignaton #Greece will head to the polls for the 6th time in 8 years. via #BBC,1
@RocketSoccerAM one for 3rd eye arsenal v olympiakos vermalen falls off the crossbar into the olympiakos goal around 60th minute,1
@WWE Seth Rollins should put his title on the line every Monday. That what's best for business!,1
Eric Church plays new *never heard before* song about his son in Nashville July 30th. Performance HERE http://t.co/0XcL2h7eN0,2
"""@LukeBBurgess not true. Kanes sitter, mason had 2 great chances and kane had another in the 2nd!""",1
OMG Im so tired. Before I was looking forward to Big Brother. I just realized its only Tuesday. I thought it was Wednesday.  Doh,0
"""Jeremy Corbyn poses national security threat, says George Osborne http://t.co/hmbZ5tNkJs He certainly threatens the United Kingdom of Zion""",0
Scott & Evelyn Swanson\u002c both work for FEMA.  Happy to host trick-treaters tonight\u002c Evelyn heads out tomorrow http://t.co/cgzl3hcR,2
"Tsipras resigns as Greek PM, after 7 month stint working for the Brookings Institute Probable election date Sep 20th http://t.co/PXqIv2gg8e",1
Donald Trump may have just secured a prime-time debate spot for Carly Fiorina http://t.co/Ijbf3WsPSJ  #gapol,1
@WeeIceMon @KesslerTheater @corbydavidson Corby may not acknowledge this because he hasn't been told by Rolling Stone that it's cool.,1
YAY!!! We are front page on Will Ferrell\u2019s Funny or Die for the 24th time! Check it out!... http://t.co/zLPFqsHu,2
Attention Juniors! Tomorrow is the LAST DAY to buy pep rally shirts. They are $7 and you can buy them in all lunches and in room 405!,1
LLLINKKK Explanation and Issue No. 1 here .,1
Huma and Hillary can point you in the right direction.  https://t.co/cqaWOUo2Xy,2
So I bet anyone money that tomorrow John Cena beats Rollins and Sheamus comes out and cashes in the money in the bank,2
1ST GOP DEBATE WRAP UP: Bobby Jindal made 2nd place during the first round. Hope he can keep this up. good job Bobby!,2
Harry Styles rocking Lyle and Scott. he may only be 10...but be honest\u002c you wish you had his life.. @Lyle_and_Scott http://t.co/W8J9sTx1,2
@Ahisraell Lies! I've been failing the math TAKS since like 6th grade man. :o,0
Back in Stoke on Trent for the 2nd time today!,1
People are going to think I\u2019m a devil tomorrow\u002c but no I\u2019m actually Meryl Streep in the Devil Wears Prada duh,1
"plus , the Hush Sound is sooo cute !",2
Mariah Carey till the sun up bitch,2
@SHOPJEEN: Wednesday Adams is my spirit animal http://t.co/pLBUFXzP69 she only got that bitch face cause she mad about her forehead,0
Interested to see what kind of ratings the U.S. Open final gets on Saturday with Serena presumably going for history up against CFB.,2
"""Could the #Aggies get more conservative on offense? Would be hard. Turn it over on 4th-and-1 at ASU's 20, misusing Murray for second time.""",0
Back in rehearsal on Monday with The Woman In Black after a summer with The Sound of Music. http://t.co/gq9nvz5e,1
The language may be different but Kpop's genres with western musics are just the same. Stop acting like it's from outer space.,0
Going to see Jason aldean tomorrow with the best friend. Kinda very excited.: http://t.co/jjEqDMdc49,2
@bstewart84 Any search seems to give details back today. You may have confused an article with the Porto model.,0
so excited to go back to work tomorrow on national hot dog day,2
You know you\u2019re in SF when\u002c on a thurs night at 6pm\u002c there are people lined up around the block to see Reid Hoffman.,1
This SATURDAY! Live stream to Japan! Mad sounds and fashion! Rasta wear!! Big up to the late Bob Marley!,2
High Line on lower west NY is gorgeous. Hope architect can do something similarly great with Olympic Park. http://t.co/ppNTToqM,2
I was thinking about Niall and how he was really cute at 16 and then I remembered his 22nd birthday is in five days and I can't cope with it,2
Wow! Rousey vs. Holm moved to same night as Lawler vs Condit in Australia. #Albuquerque is going to be nuts Nov 14!  https://t.co/xZLxRIDBSg,2
"""27 December 1997- Just hours after Billy Wrights death, the LVF retaliate by killing ex IRA prisoner Seamus Dillon https://t.co/DTmJfH54YJ""",1
@thisdog I support Johnson\u002c liked he and Huntsman in the primary. Living in the 1st district made my decision easier #mepolitics,1
#motochat A1. Live in NE Scotland ...winter riding would require hand full of nails thru the tyres. No ride season Nov-Mar ;0(,0
Niall's charity drive for @autismdogsirl is at 44% now! Donate and spread the word please! Just a few more days!  https://t.co/XXNN2plPj7,2
@GrimsToyShow That is fine... I can wait until tomorrow... But it really Blows that Randy Orton may lose to Kevin Owens? Or Randy May Win...,1
"""// So, I thought Ant-Man was out of the question for the cinema Saturday but my boyfriend said the films he's seen are 'awesome' and that -""",2
"Erdogan ""knows that the Dec. 17 and 25 corruption operations hang like a Sword of Damocles""  http://t.co/vqXuf8bNVm",0
Good luck to A Scribe Amidst the Lions tonight at the SDMAs!,2
"""\""""""""@DKudlacek: Whos going to the millard north game tomorrow??\"""""""" Who do they playy ?""",1
nothing like a little Lady Gaga on a Saturday night... only it's Friday night - my drunk mother,0
Big Time Movie is on at 3(EST) tomorrow! make sure you watch the greatest movie ever :],2
Derrick Mason at the slot though? I can just hear it now... Sanchez to Mason...1st down..ANOTHER 3rd down conversion! All year... #Jets,1
"Classes on Tuesday, so you can expecto patronum me to think of Harry Potter when the word professor comes up",2
Kevin Bacon\u002c Paul Rudd and 8 Other Stars to Appear in Friday the 13th or Halloween Movies: Guess which famous fa... http://t.co/81v8C6Pp,1
Being a Texas fan may be even more frustrating than being a Red Sox fan. And that says ALOT about Texas,1
8/7/11 Stoke beat Hajduk Split 1-0\u002c 2nd Q Round of the Europa League. The Potters\u2019 first game in the competition in 37 years. #thankyouTony,1
Hey... What time is your driving on fri? We go for evaluation on fri?,1
@RediTlhabi @StevenB7777 OCTOBER  people have principles..& argue passionately for them\u002c about them & ACT on them.  Ghandi\u002c Sadat\u002c ADT\u002c me!,2
RT @DragonflyJonez: Republicans reminded Obama that he was still a nigger boy to them today huh?,0
"""Selena's greatest hits album is set to come out November 24th, &amp; it's called 'For You' it'll include 2 new songs &amp; 4 old songs she's done.""",1
My new sounds: March of the Ants + Food Scarce at The Valley.mp3 http://t.co/hIVns2g5 on #SoundCloud,1
"but i will get a hotel and then meet yah on the beach , hahahoho .",2
@GDeluna32 I got you homie and yeah a lot people haven't Curtis saw me fight 2 oils riggers in CS lol but I might fight Dec 14th,1
Photos are up from last Thursday\u2019s party with DESTRUCTO\u002c courtesy of edm ORLANDO! http://t.co/LbrMPZMG,1
My long shot dream announcement tomorrow from Apple: Apple TV video games include a partnership with Nintendo.,2
"12:26am and we've got US Open Drama, Colbert's debut, and Messi just scored a sick goal for Argentina.  All Live/1st run now.",2
Thanks to everyone who came over and played the Game of Thrones with us today. See you tomorrow! #PlayTheGame #NursingORGWhy #WeILLUMINATE,2
"""Last Eid, Gaza was in black. My friend was killed by Israeli shelling on the 1st day of Eid #HappyEid""",0
"Noooooo! I was hoping to see Zlatan being Zlatan in Tuesday! Oh well, still looking forward to the match.  https://t.co/swGyd9cQAJ",1
So I get to go see the Magic Mike XXL live show this Friday.. I'm in heaven,2
loveiseunhaehyuk: Oct 28\u002c 2012 EunHae @ ICN to Nanjing ~geez were they glued at the hip the whole time (-_-?) http://t.co/CCeoyOl1,2
"""david bowie's daughter was born august 15,2000 just like me. coincidence? i think not.""",1
@BBKDRAGOON @CatStacheInc or 20th if you get the collectors or xbox version,2
"""NEWS> Flava - Flava will be taking over Floor 5 tomorrow night, with some of the best hip hop, afrobeats and RnB t http://t.co/PgQuhnUY""",1
"""Saya mengirim 166 foto di Facebook dalam album \""""""""JAVA JAZZ on the MOVE\u002c Supermall Karawaci\"""""""" http://t.co/WnzTBZyw""",1
@AsennaWealth most if not all of the sept 11th terrorists were from saudi arabia. they are part of the problem.,0
"""I'll give him Gucci Sosa,Movie 1.Maybe writing on the wall.&amp; yes.I fw Gucci.but Jeezy 1st 4 tapes burned da streets https://t.co/8YZ4KItODR""",1
The Apple Watch may just change the way we travel. How do you think smart watches will aid our trips? http://t.co/OfpQHFW6PE,2
Would love to see Zlatan in the Premier League. He may be an egotistical fruit loop but it would be fun #Zlatan,2
I love the drive to Starkville can\u2019t wait till I make it into the college in January #AChiversParadise #onthereal,2
@OpposingViews I hear it may only be 15. Rick Perry is having trouble finding a ride to the venue.,0
@CaramelBonitaa yeah I no but on the bright side I just got a letter from Boise State yesterday :),2
@__BasedGoddess perfect ! Wednesday I'm done at 1150 . I'll be waiting . Can we go to IHOP one day ?,2
i need to figure out what shoes im going to buy tomorrow NIKE OR ADIDAS SUPERSTAR BC MY BROTHER HAS ONE AND I WANT TO HAVE IT TOO,2
"""@http_haz at first I was worried about their 5th album without Zayn but if they are all like that, wow.""",2
@geekyranjit How is it different from the Moto G (2nd Gen)? I mean areas of improvement or cons!,1
"""@Runningboard7 well I mean it's the 25th anniversary, so I guess the timing makes sense. Maybe Simmons can start a production company""",2
Congrats to my boy @LeoMessi1987 for his 10th anniversary at Barca. One of the greats.,2
Pogues celebrate their 30th Anniversary tour with a one-off UK live date at London O2 Arena\u002c Thursday 20 December 2012 http://t.co/WRk2OnqF,2
Watching the #Bluejays vs the NY #Yankees. Jays are going for their 12th straight win tonight with David Price on the mound. #MLB,2
A rep from UCLA will be at the Pilot Center tomorrow during lunch. See you there!,1
"""@khuBaibStation just like a person may say to me """"I don't agree with Islam&amp;dont want2b a Muslim but u have right to be one"""" same thing""",1
"""Sunday, during the Q&amp;A segment of the Miss USA pageant Miss Texas (Ylianna Guerra) made such an unapologetically... http://t.co/LJftdgulTQ""",1
@ajhmate Yes!!!! Lol. I think Andy mentioned her on the July 12th show and Audrey actually mentioned him on Big Brother too lol. Loves him.,2
"Whatever , it is all too confusing .",0
"""@Michaela13181 I shall be there Saturday, be prepared for me to give lap dances. I will expect a chair in the middle of the living room..""",2
@HipHopWired LMAO Nicki can never fuck with Kim. Kim's Black Friday diss record lyrically slaughtered Nicki. What are u talkin bout???,0
They don't have a 1st Amendment in Israel. So it's perfectly legal! https://t.co/BxyMq9MbM1,2
Watched Act of Valor for the 3rd time and almost cried again!! I love dat movie!!,2
Whoever thought it was smart to schedule a Red Sox game at home on September 1st has clearly never been in Boston on September 1st.,1
The 1st Annual Doral Design District International Taste of the Arts is almost here! Enjoy yummy food from well... http://t.co/sTUap0Ij,2
Missing D.C... But it's ok... I'm seeing Ed Sheeran on Tuesday... That makes everything better.,2
"""Curiosity may have killed the cat, but Chuck Norris killed everything else.""",1
Not too late to come down to our Monday night open mic to sing or just have a good time!  IGUANA 240 W 54 St. Will be here till 9 pm,2
Gotta remember to bring dionje candy tomorrow\u002c lol he got mad at me today!,2
Who is watching Star Wars Episode 7 with me at the Waterloo IMAX on Dec 17th?,1
No stream tonight guys and girls! Minecraft will be tomorrow!,1
The @Cavs\u002c @MiamiHEAT & @DallasMavs tip-off the season with Ws Tuesday night. http://t.co/xl31hLWk Daily Zap: http://t.co/WM6ws7SV,1
Lana Del Rey is playing Vicar St next year. Tickets onsale the 5th of Nov. 44 euros. Wondering if it would be worth it?,1
"""I just realized. After the whole slow mo march of T. Swift and her squad in Bad Blood, all she and Selena did was slap each other?""",1
@chrissyteigen I really don\u2019t know why you can\u2019t wait for me to get to LAX tomorrow\u002c Chrissy. Us being the best of friends and all..rude.,0
@leonelwell check @mrdavidhaye timeline mate\u002c looks like we\u2019ll find out if we found the gym. If Vitali steps up we may have to go too,1
@taylornation13 My #WildestDreams came true when I saw you &amp; @taylorswift13 make magic at MetLife on July 10th!,2
"""Remembering George Harrison, a true music legend.  We share the birthdate, Feb 25. Passed away age 58, Nov 29,... https://t.co/038K9ZoxOV""",1
"""From the Twitter just now from RNDM: """"""""RNDM has a beef with Pearl Jam Radio on @SIRIUSXM channel 22. Tune in Thurs... http://t.co/7VXyCkIP""",1
@EAAccess Having pre loaded FIFA 16 on Xbox One will I need to redownload an early access version to play on the 17th?,1
"""Trayce Thompson's 2-run double gives the White Sox a 5-4 lead in the 7th. Is 3-for-4 with a double, triple and 3 RBIs.""",1
"""It's better than Pi Day in the states, which is 14th March, or in the mm/dd format, 3/14 (3.14). Pie, anyone? #changingthesubject""",2
"""Money, Cash, &amp; Joe's tries to prognostic the Ohio State game on Saturday along with 10 other CFB tilts: http://t.co/fzB9VCW7AB""",1
@AmeliaMangan Plus I may have hurt the feelings of Jurassic World's director! https://t.co/q8r70uUk8n,0
"""As of now, no stay on Yakub's execution, reports @ashokbagariya @ibnlive so he can still hang on July 30. Larger bench to hear plea tomorrow""",1
[USPGA TOUR] Hip ails Tiger Woods as he settles for 10th in best result of season http://t.co/BJSVuW4Apq,1
"""@Uzumaki_Narutox --Anymore missions you may need for me to do today, Naruto!"""" Sakura replied, the same small smile still upon her lips.""",1
@dasme I have a couple\u002c of Jets games\u002c but they\u2019re from the end of the season. wish i\u2019d kept more of dec. also\u002c i have the Sam Gagner game.,1
That was a day..... Paul McCartney may be the best Lolla set I've ever seen,2
"""Meanwhile, some aide told Scott Walker he needed to polish his Foreign Policy bona fides... https://t.co/7oqbYGPDu3""",1
i like to help do tis kinda thing... hehe...,2
"""\""""""""Eleanor was just a fan when she met Louis\"""""""" it\u2019s funny bc she probaly wasnt a fan like she may have known who they were but she wasn\u2019t a fan""",1
Bowling tonight\u002c softball tomorrow\u002c MOVING Saturday!!!  Whoop whoop!,2
@EgyptianLover_ @Tyga 3rd??! :O where have I been I thought Careless World was the 1st one. No?,0
@jill_kolencik3 alright my friend @nknight11 saw this hot blonde Alex girl from Chardon at the game Friday. And he wants to know who it is.,2
Yo @annietudzin you excited for this packers game on sunday lolol,2
"""@dubKeks @Mr_15_ I get u, but for me, the emotion/anger in Kendrick makes him much more like Tupac. Blacker the berry, Black Friday, U, etc.""",1
"""@NoMercenary the Red Sox, who are in last place in the AL East, have a better record than the Marlins, who are in 3rd place. Let that sink""",1
Be looking for us this Friday @ Elon University for Campus Fest! Learn more about The Loft and check out how you can win the new Kindle Fire,1
Hittin up brothers tomorrow night prob make me feel gucci,1
"""Floyd Mayweather took another swipe at Ronda Rousey on Thursday, asking her to call him when she can make $300... http://t.co/irbJXIo41n""",1
Wednesday's FEC filing will name some of Koch donors for the first time.  http://t.co/BSfSkXlCqP via @POLITICO,1
"""@Giandre9 it's not about Jesus for us. """"Thursday"""" is named after Thor...do you acknowledge Thor on Thursdays?""",1
"""Sooo just seen somewhere that Kanye west wants to run for president, I sincerely hope that's just an extremely late April fools....""",0
"""I may be late on this, but the QB for Denver looks like the dude from Twilight.""",1
Starting my work week Sunday at KFC if I can make it in,1
"""In 14 minutes of Kerry Collins, the #Colts are down 17. Let's give Curtis Painter a shot in the 2nd quarter. Why not?""",1
"@sethhinz haha! Seriously, though, it reminds me of the Seinfeld character Jimmy. ""Jimmy liked worship this Sunday.""  #chsocm",2
@leftoutside Tomorrow's news: Heather Mills says that Paul McCartney plays the guitar left-handed but still uses a right-handed guitar.,1
WWE just announced Sting will start off RAW this upcoming Monday,2
"This T-mobile shit gotta go , going back to AT&amp;T Friday!",0
On this divine day of Eid may Allah shower his blessings on u &amp; ur loved ones....&amp; fill ur life with... http://t.co/NE3qDVzLZG,2
Only his icon is saving LLLINKKK IIIMAGEEELLLINKKK chime from receiving a package of scorpions via fedex .,0
Iam not sure if #Reggie realizes this but statistically Gary Carter is the 4th greatest catcher in the 100+ years of baseball #8 #kid #lgm,2
oh my god you guys can we talk about that episode of criminal minds ?,0
You look at some people and you see the meaning of Islam. May Allah make us one of them!,2
"""On October 22, music legend Paul McCartney will perform in Buffalo for the first time ever. This has been a year... http://t.co/ELpaSl7C7d""",2
Eli manning best 4th quarter QB in the game!,2
For those going to Circoloco at DC10 tomorrow you are in for a treat. @Carl_Cox is doing a special House set from 18:00-22:00 on the terrace,2
"""When gaza march out pon the battlefield it's a funeral... israel burial, gazaaa me seh""",0
Happy #40th birthday to one of the most dependable human beings I know. May your light never go dim my Big Brother and friend @Audu!,2
"That is a great title on its own , and it does pair perfectly with Among Others , too .",2
Bad Blood was playing as I entered Bullwinkles for the first time last night and I may have had an out of body experience??,1
15 times Prince George shook things up for the royal family - Prince George turned two on Tuesday! In... http://t.co/EjCloJAO8J,1
going to scream and laugh extra loudly tomorrow at Disneyland with starli,2
Shouts out to the atheists who - every Sunday - rant about Christians suddenly loving God on Sundays.,1
@alfredoflores follow @amandawanxo and meet her on NOVEMBER 26. she deserves to meet you\u002ccrew & justin. She\u2019ll be at the bell center at 4!.,2
@charliemax Democrats will quickly implode and concede.  Obama will either veto the Boehner bill or invoke the 14th Amend...then IMPEACH!,0
Last 3 Dons matches I've been at have been 0-0. Last Dons win I saw was Forfar in January. I'm going tonight #apologiesinadvance,1
"Our September 9th,  Line up for the 8th C.U. Bands and Fans  Original Artist Night    hosted by Bentley's Pub... http://t.co/1Mm0J75wGz",2
Cole and Kendrick did with the Black Friday track. https://t.co/2H54KHQyJT,2
The Sixers better smash the Knicks on Sunday.,1
Was this feeling nirvana or was it the bliss ignorance portrays  What ever it may be its taste lingers on my tongue.,1
"""@jharrison9292 target acquired, tom brady, thursday night, you get fined, i will start a gofundme page to pay it for you :p &lt;3""",2
Was thrilled when a group of kayakers came done the Thomson on my way home from Prince George on Tuesday #Nikon #d810 http://t.co/t4Cy2opID8,2
"""Just a quick note- Hulk Hogan was a bad wrestler anyway. C'mon now, the leg drop? Give me a break.  Back to real sports- Go Yankees!""",0
"""The honeymoon seems over for newly appointed Super Eagles coach, Sunday Oliseh who will tonight hit the Abuja... http://t.co/3ADdr3JPsp""",1
"Speaking of, they're showing Jurassic Park there Saturday and what better way to end my last day in Chattanooga honestly",2
Prediction: I will have a status saying that I'll be buying the new iPhone by tomorrow morning. I've done that... http://t.co/bBoCXousDy,1
@CurtTheArcher1 The may have the best defense..but they still lost to the Packers,0
@KrazyK_20 it's ok you can do it Friday so it can be fresh for Milan party,1
@WillieGeist @NBCNightlyNews Just saw you do the Sun. ev news  Great job.  Sad to hear about Frank Gifford..Sure Kathy Lee is devastated.,1
now watching Denzel Washington talking about his new movie flight it\u2019s comming out Nov 2nd 2012 #LateShow With David Letterman,1
Yaaaaay the new season on The Big Bang Theory starts on the 23rd of October //,2
might be going to the spurs match on saturday,1
"""@TotalShowoff I'm afraid you may be right, Abid! I've heard that WWE Management may have a Match Between Seth Rollins vs Triple H at WM32?""",1
Theresa May is the Tory leader Labour should fear http://t.co/M0CBiPbq1R,0
Hey u call me huh... Wat\u2019s up...,1
Chris Rene: Live & Exclusive!: X Factor may be about to start up its first live show of the sea... http://t.co/f0sJeEph #Hollywood #news,1
Somebody else was asking me about pictures recently too .,1
Currently in Egypt & looking 4 a decent website to watch Everton tonight! Ideas most welcome cheers COYB,2
Might just have to catch @trvisXX for the 3rd time and @theweeknd for the 1st time with my money saved for Frank Ocean lol,2
crying bc it's monday and there's no teen wolf,0
Sat in Starbucks listening to two transgender Americas talk about Caitlyn Jenner. As you can imagine it's interesting.,2
Postseason prep is underway. Big East quarterfinal vs. either UC or Marquette is Saturday at Card Park. Are you ready? http://t.co/EtfKlroz,1
The emotional rollercoaster that is watching the entire 5th season of Game of Thrones in a single day has come to an end.,2
God bless Amazon Prime just ordered another for delivery tomorrow ... #andbreathe,2
"""@spursycob @realdealdanny we gambled that team would stay third all season, just like we gambled kane alone would get us through 1st games""",1
